"2012-05-27" 2532
"2012-05-28" 2316
"2012-05-29" 2066
"2012-05-30" 2158
"2012-05-31" 2425
"2012-06-01" 2279
"2012-06-02" 358
"2012-06-03" 1058
"2012-06-04" 663
"2012-06-05" 1465
"2012-06-06" 2012
"2012-06-07" 2143
"2012-06-08" 1880
"2012-06-09" 2096
"2012-06-10" 2093
"2012-06-11" 2233
"2012-06-12" 2344
"2012-06-13" 733
"2012-06-14" 2414
"2012-06-15" 2503
"2012-06-16" 1563
"2012-06-17" 1841
"2012-06-18" 2388
"2012-06-19" 2333
"2012-06-20" 2094
"2012-06-21" 1912
"2012-06-22" 1731
"2012-06-23" 1555
"2012-06-24" 2115
"2012-06-25" 1679
"2012-06-26" 2099
"2012-06-27" 2199
"2012-06-28" 2262
"2012-06-29" 1974
"2012-06-30" 1963
"2012-07-01" 2053
"2012-07-02" 2418
"2012-07-03" 2616
"2012-07-04" 2627
"2012-07-05" 2314
"2012-07-06" 2440
"2012-07-07" 1920
"2012-07-08" 1958
"2012-07-09" 2679
"2012-07-10" 2608
"2012-07-11" 2579
"2012-07-12" 2563
"2012-07-13" 2453
"2012-07-14" 2074
"2012-07-15" 1705
"2012-07-16" 2305
"2012-07-17" 2208
"2012-07-18" 1648
"2012-07-19" 2663
"2012-07-20" 2546
"2012-07-21" 2513
"2012-07-22" 2187
"2012-07-23" 2200
"2012-07-24" 2150
"2012-07-25" 2593
"2012-07-26" 2176
"2012-07-27" 2080
"2012-07-28" 1497
"2012-07-29" 1638
"2012-07-30" 2782
"2012-07-31" 2255
"2012-08-01" 2023
"2012-08-02" 2712
"2012-08-03" 2425
"2012-08-04" 2424
"2012-08-05" 2078
"2012-08-06" 2747
"2012-08-07" 2982
"2012-08-08" 2998
"2012-08-09" 2802
"2012-08-10" 2028
"2012-08-11" 2474
"2012-08-12" 2500
"2012-08-13" 2919
"2012-08-14" 3172
"2012-08-15" 2413
"2012-08-16" 3065
"2012-08-17" 2989
"2012-08-18" 1894
"2012-08-19" 2728
"2012-08-20" 2922
"2012-08-21" 3218
"2012-08-22" 3250
"2012-08-23" 3057
"2012-08-24" 3091
"2012-08-25" 3503
"2012-08-26" 2799
"2012-08-27" 2803
"2012-08-28" 2303
"2012-08-29" 3107
"2012-08-30" 3036
"2012-08-31" 2921
"2012-09-01" 2834
"2012-09-02" 3055
"2012-09-03" 2881
"2012-09-04" 1559
"2012-09-05" 2169
"2012-09-06" 3178
"2012-09-07" 2945
"2012-09-08" 2395
"2012-09-09" 2548
"2012-09-10" 2865
"2012-09-11" 3389
"2012-09-12" 3408
"2012-09-13" 3508
"2012-09-14" 3678
"2012-09-15" 2951
"2012-09-16" 2899
"2012-09-17" 3192
"2012-09-18" 2750
"2012-09-19" 3165
"2012-09-20" 3192
"2012-09-21" 3186
"2012-09-22" 2880
"2012-09-23" 2790
"2012-09-24" 3038
"2012-09-25" 3288
"2012-09-26" 3032
"2012-09-27" 3383
"2012-09-28" 1044
"2012-09-29" 1768
"2012-09-30" 1240
"2012-10-01" 2787
